"veranstid","verart","verartid","aikz","veranstnr","veranstnrint","ktxt","dtxt","ltxt","sws","semester","erwartteilnehmer","teilnehmermax","druck_vvz","zeitstempel","lehrmethoden","voraussetzung","verweise","pruefungsstoff","credits","kommentar","bemerkung","literatur","hyperlink","uebernrhythm","veranststatusid","pruefmoegl","freigabe","publish","belegpflicht","geschl","unterrsprache","praesenzzeit","art_praesenzzeit","ssz","studienjahr","kosten","externperson","externinst","evalartid","externid","fachuebergreifend_kz","curricular_kz","sichtbar","verformatid"
192739,,113,A,"3312182             ",,,Thematisch-regionale Geographie: Geographie der Inseln (FW),,4.0,20221,,,J,2022-01-22 10:38:54.783,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
192736,,329,A,"3312181             ",,,Praxiswerkstatt,,1.5,20221,,,J,2022-01-24 09:48:15.450,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
192737,,329,A,"3312178             ",,,Research Colloquium Biogeography + Earth Observation,,2.0,20221,,,J,2022-01-25 06:08:08.730,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=69919,1,4,,N,,J,,1,,,,,,,,,,,,,1
192738,,329,A,"3312179             ",,,Colloquium Didaktik der Geographie,,2.0,20221,,,J,2022-01-27 06:25:17.109,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,3
194295,,113,A,"51725               ",,,Planetary Geopolitics,,2.0,20221,,,J,2022-01-31 17:18:59.631,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,J,1
192131,,332,A,"53665               ",,,Unity in Diversity? Inszenierung und Funktionen nationaler Medienereignisse in heterogenen Gesellschaften,,2.0,20221,,,J,2022-03-14 15:21:57.624,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,J,1
193341,,4,A,"5260179             ",,,Tschechisch: Schreibkurs I,,1.0,20221,,,J,2022-01-08 23:55:27.349,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
193877,,332,A,"53502               ",,,Hausarbeiten neu denken. Projektseminar für Studierende im Masterstudium,,2.0,20221,,,J,2022-02-21 17:44:13.643,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,J,1
193885,,421,A,Ü53516              ,,,Computerarchäologie - Möglichkeiten einer operative Geschichte des Computing,,2.0,20221,,,J,2022-02-28 11:05:49.717,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,2
194827,,382,A,"532812Ü             ",,,Verwundbare Körper des Politischen. Vulnerability revisited,,2.0,20221,,,J,2022-02-26 16:39:18.373,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,2
194835,,113,A,"532825Ü             ",,,Wissen durch Machen. Theorien zum Design Turn,,2.0,20221,,,J,2022-02-26 16:56:37.466,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192132,,113,A,"53613               ",,,Mobile Kulturen und Identitäten in transregional Zentralasien  (Mobile Cultures and Identities in transregional Central Asia),,2.0,20221,,,J,2022-03-09 15:15:17.494,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,4
190385,,236,A,"60401               ",,,"Einführung in die politische Ethik (GS/HS - H241, 440/441/641; BA[V4a/b]ST; MEd D; MRC-B3,B3a,V3a, BM4,VM4b)",,4.0,20221,,,J,2022-02-23 14:38:01.847,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
192744,,329,A,"3312182             ",,,Forschungs- und Kommunikationswerkstatt/Abschlusskolloquium Angewandte Geoinformatik / Applied GIScience,,2.0,20221,,,J,2022-01-17 10:07:13.320,,,,,,,,,,1,4,,N,,J,,9,,,,,,,,,,,,,1
191334,,338,A,"5519015             ",,,Krafttraining im Kindes- und Jugendalter,,2.0,20221,,,J,2022-01-05 13:06:10.996,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,3
190404,,113,A,"60307               ",,,"Beginn der Reformation in der Schweiz (mit Latein) (HS - H 430/431/633/634; BA[V]HTmL; MEd C; MRC-V1a,BM3)",,2.0,20221,,,J,2022-03-09 19:01:17.601,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=110644,,4,,N,,N,,1,,,,,,,,,,,,J,1
190387,,113,A,"60405               ",,,"Kirche und digitaler Strukturwandel der Öffentlichkeit (HS - H 440/441, 643, BA[V]ST, MEd C,D, MRC-V1e,V3a,V3d,B4, BM4,VM4d)",,2.0,20221,,,J,2022-02-23 14:39:20.578,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
194266,,113,A,"10745               ",,,Seminar aus Völkerrecht,,2.0,20221,,,J,2022-01-31 17:36:50.700,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110464,,4,,N,,N,,1,,,,,,,,,,,,,1
193342,,113,A,"5260087             ",,,Polnisch/Tschechisch/Slowakisch: Grundlagen wissenschaftlicher Sprachbeschreibung,,2.0,20221,,,J,2022-01-09 00:15:41.939,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194828,,113,A,"532819Ü             ",,,Lektüreseminar Frantz Fanon,,2.0,20221,,,J,2022-02-26 16:40:58.854,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192133,,113,A,"53745               ",,,Debates in Transregional Area Studies: Reconfiguring Muslim Mobilities and Socialities in and beyond Asia (Aktuelle Debatten in der Transregionalen Regionalwissenschaften: Eine Neukonfiguration muslimischer Mobilitäten),,2.0,20221,,,J,2022-03-09 15:15:28.952,,,,,,,,,,1,4,,N,,J,,9,,,,,,,,,,,,,4
191336,,338,A,"5519014             ",,,Moderne Methoden in der Trainingswissenschaft,,2.0,20221,,,J,2022-01-18 14:21:46.300,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,3
190386,,236,A,"60400               ",,,"Grundkurs Ethik (GS - H 140/141/142/143, BA[B]ST, BAGS 4; WbSt; MRC-B4,B4a, BM4)",,2.0,20221,,,J,2022-02-23 14:37:38.410,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
192798,,412,A,"51480               ",,,"Themen, Theorien und Forschungsansätze in der Geschichte Südost-/Mitteleuropas und Berliner Forschungskolloquium Südosteuropa",,3.0,20221,,,J,2022-01-31 18:07:47.141,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193761,,113,A,"53465               ",,,"Interfaces, Instruments, and Technology in Performance, Production, and Play",,2.0,20221,,,J,2022-01-19 15:15:35.990,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,J,1
193343,,113,A,"5260088             ",,,"Tschechisch, Slowakisch: Das Tschechische und Slowakische vom 18. bis 20. Jh.",,2.0,20221,,,J,2022-01-09 00:29:09.118,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
192747,,113,A,"5220098             ",,,Betreutes Selbststudium - Sprachhistorische Forschungsliteratur,,2.0,20221,,,J,2021-12-21 10:41:58.131,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194829,,113,A,"532820Ü             ",,,"Maria: Muttergöttin, Mythos, Kultfigur",,2.0,20221,,,J,2022-02-26 16:42:17.622,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
190388,,236,A,"60500               ",,,"Grundfragen der Praktischen Theologie und Religionspädagogik (BAGS 1, BA[B]RP, GS/ HS - H 150/151/653, MRC BM6, V2d/V2e/ V4b; BA-BF3; MEd-Ü3)",,2.0,20221,,,J,2022-02-16 17:13:59.854,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
192818,,419,A,"51560               ",,,Masterseminar Grundschule,,2.0,20221,,,J,2022-01-31 18:24:36.455,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192134,,387,A,"53632               ",,,Mongolisch II,,4.0,20221,,,J,2022-01-07 11:54:14.338,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,4
190392,,113,A,"60508               ",,,What to Say to an (Intelligent) Atheist  (HS - H 490/643/653; MEd D/E/K; MRC VM1e/ BM4/ VM4a/ VM4b/ VM4d/ BM5/ VM5a/ VM5c; V2c/V2g/B3/B3a/V4b),,2.0,20221,,,J,2022-02-16 09:59:35.980,,,,,,,,,,,4,,N,,N,,2,,,,,,,,,,,,J,3
190390,,113,A,"60504               ",,,Religionspädagogisches Seminar: Kinder und Theologie (MEd RP2/E; HS - H 250/251/450/651; MRC FM6),,2.0,20221,,,J,2022-02-16 10:23:49.453,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
191337,,387,A,"53648               ",,,Modernes Chinesisch 4,,10.0,20221,,,,2022-01-07 12:53:37.583,,,,,,,,,,2,4,,,,J,,9,,,,,,,,,,,,J,3
193344,,4,A,"5260084             ",,,Tschechisch: Fachsprachliche Kommunikation,,2.0,20221,,,J,2022-01-31 11:30:13.260,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194830,,113,A,"532821Ü             ",,,Holocaust Studies revisited,,2.0,20221,,,J,2022-03-09 18:43:05.480,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194296,,236,A,Ü53452a             ,,,Ludwig van Beethoven und seine Zeit. Leben und Werk,,2.0,20221,,,J,2022-02-01 05:41:06.906,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192147,,113,A,"5250116             ",,,The Power of Words/Critical Discourse Analysis,,2.0,20221,,,J,2022-02-04 08:30:52.240,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
193349,,4,A,"5260055             ",,,Russisch: Übersetzen gemeinsprachlicher Texte verschiedener Textsorten r-d (II),,2.0,20221,,,J,2022-01-09 01:13:14.650,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,3
193879,,4,A,"9610112             ",,,Abschlussmodul,,3.0,20221,,,J,2022-02-02 09:18:07.870,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110419,1,4,,N,,J,,1,,,,,,,,,,,,J,2
190389,,236,A,"60501               ",,,Orte multireligiöser Praxis - eine Vorlesungsreise durch Berlin (GS/HS - H 250/251/650/651; MEd C/E/F; MRC BM5/VM1c/VM2d/VM5e; V2g/V4c; BA-BF3),,2.0,20221,,,J,2022-01-24 22:37:44.645,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
191338,,236,A,"10627               ",,,Das Staatsoberhaupt,,2.0,20221,,,J,2021-11-30 16:19:49.264,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110077,,4,,N,,N,,1,,,,,,,,,,,,,1
192135,,236,A,"10764               ",,,Kriminalpolitik der BRD,,2.0,20221,,,J,2021-12-09 15:07:42.844,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
192748,,419,A,"51439               ",,,Der Algerienkrieg und die französische Gesellschaft,,2.0,20221,,,J,2022-01-31 16:41:03.211,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193105,,113,A,"5270055Ü            ",,,Theologie von Gesundheit und Krankheit in historischer Perspektive,,2.0,20221,,,J,2022-01-04 15:29:30.157,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
191339,,113,A,"53607               ",,,Einführung in die chinesische Geistes- und Literaturgeschichte,,2.0,20221,,,,2022-02-04 13:56:41.431,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,,3
194832,,420,A,"532810Ü             ",,,Behinderung &#8211; Kultur &#8211; Wissen. Interdisziplinäre Perspektiven auf Dis/Ability Cultures,,2.0,20221,,,J,2022-02-26 16:51:34.969,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194831,,113,A,"532842Ü             ",,,"""Klassiker"" der Kulturwissenschaft 2 - Ergänzungen zu einem Kanon",,2.0,20221,,,J,2022-02-26 16:49:53.974,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190412,,113,A,"60308               ",,,"Für Gott, Kaiser und Vaterland - der Erste Weltkrieg aus theologischer Perspektive (HS - H 430/431/632/633/634; BA[V]HToL; MEd C/E; MRC-V1a,V3a,BM3,VM3c,VM4b)",,2.0,20221,,,J,2022-03-09 19:00:26.658,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=110645,,4,,N,,N,,1,,,,,,,,,,,,J,1
190391,,341,A,"60408               ",,,Ethische Theoriebildung,,2.0,20221,,,J,2022-02-23 14:40:18.739,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
192749,,419,A,"51438               ",,,Nachbarschaftliche Spannungsfelder. Deutsch-Polnische Beziehungsgeschichte,,2.0,20221,,,J,2022-01-31 16:40:14.581,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192750,,419,A,"51440               ",,,"Berlin in den 1920er Jahren. Konflikte, Ungleichheiten und Ungleichzeitigkeiten im städtischen Raum",,2.0,20221,,,J,2022-02-23 15:49:32.335,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192136,,387,A,"53649               ",,,Mongolisch IV,,4.0,20221,,,J,2022-01-07 12:55:03.395,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,4
192137,,401,A,"53672               ",,,Mongolei Colloquium und mongolischer Filmabend,,2.0,20221,,,J,2022-01-10 15:09:12.750,,,,,,,,,,1,4,,J,,J,,9,,,,,,,,,,,,,4
194297,,236,A,Ü53452b             ,,,Ludwig van Beethoven und seine Zeit. Leben und Werk,,2.0,20221,,,J,2022-02-01 05:48:03.739,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
191340,,113,A,"53607               ",,,ÜWP - Einführung in die chinesische Geistes- und Literaturgeschichte,,2.0,20221,,,,2022-02-04 13:57:01.884,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,,3
194834,,113,A,"532824Ü             ",,,Schriftlichkeit und Mündlichkeit (von Homer bis heute),,2.0,20221,,,J,2022-02-26 16:54:12.491,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193351,,236,A,"10672               ",,,Vertiefung im Patentrecht,,2.0,20221,,,J,2022-02-08 12:04:27.211,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110567,,4,,N,,N,,1,,,,,,,,,,,,,1
190393,,326,A,"60403               ",,,"Emil Brunner: Gerechtigkeit (GS - H 140/141/142/143, BA[B]ST, BF2, MRC-B4, BM4)",,2.0,20221,,,J,2022-02-23 14:38:31.469,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
192751,,4,A,"51450               ",,,The Rise of Modern Tax State in the 20th Century. An Introduction to Financial History,,2.0,20221,,,J,2022-01-31 16:43:10.718,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
194298,,396,A,CDI166              ,,,"""Business Etiquette: Showcase Your Authentic Professional Self""",,0.0,20221,,,J,2022-02-01 07:14:27.205,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,J,2
192138,,113,A,"53617               ",,,Die Modernisierung der Mongolei: Film als Informations- und Aufklärungsmedium (The Modernisation of Mongolia - Film as means of information and education),,2.0,20221,,,J,2022-01-06 15:58:03.180,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
191341,,113,A,"53740               ",,,Multilingualism and language planning in Greater China,,2.0,20221,,,,2022-01-11 14:58:46.385,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,J,3
194836,,382,A,"532814Ü             ",,,Dis/Entangling material futures,,2.0,20221,,,J,2022-02-26 16:57:54.949,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
192139,,113,A,"5250111             ",,,Vorbereitung auf das Praxissemester,,2.0,20221,,,J,2021-12-09 16:20:50.967,,,,,,,,,,0,4,,N,,J,,9,,,,,,,,,,,,,1
192174,,4,A,"5250023             ",,,Written Academic Discourse: Essay Writing,,2.0,20221,,,J,2022-02-04 13:05:56.306,,,,,,,,,,1,4,,N,,N,,2,,,,,,,,,,,,,2
194837,,236,A,"532815Ü             ",,,Klassikerinnen und Klassiker des Kulturpessimismus,,2.0,20221,,,J,2022-02-26 16:59:08.481,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194838,,113,A,"532826Ü             ",,,Susan Sonntag: Leben - Schreiben - Denken,,2.0,20221,,,J,2022-02-26 17:00:49.596,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190403,,4,A,"60513               ",,,"Ich bekenne - Die Wurzeln des Christentums ins Gespräch bringen  (BA[B]RP; BaG1; HS-H 235/250/490/650; MEd RP2/A/B/C/E/K; MRC BM1, VM1b, BM3, VM3a, VM3c, BM6, VM6; B1/V1a/V2g; MEd-Ü3)",,2.0,20221,,,J,2022-02-16 09:42:08.904,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110216,,4,,N,,N,,1,,,,,,,,,,,,J,1
193354,,342,A,"53442               ",,,Die Musik-Kulturen Siziliens im Spiegel globaler Transformationen (Exkursion),,2.0,20221,,,J,2022-03-11 13:10:39.955,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190399,,113,A,"60505               ",,,Fachdidaktisches Seminar: Die Frage nach Gott im Religionsunterricht (MEd K; HS - H 450; MRC-VM6),,2.0,20221,,,J,2022-03-09 18:52:28.910,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=110970,,4,,N,,N,,1,,,,,,,,,,,,J,1
192752,,4,A,"51452               ",,,Brexit and the crisis of the British constitution: the long view,,2.0,20221,,,J,2022-01-31 16:47:46.490,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
190394,,401,A,"60524               ",,,Forschungskolloquium,,1.0,20221,,,J,2022-02-16 10:23:35.216,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
193352,,374,A,"53441               ",,,"Musik aufnehmen, bearbeiten und veröffentlichen mit der DAW Cubase (Elements)",,2.0,20221,,,J,2022-01-13 15:34:42.989,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190004,,236,A,"3313003             ",,,Digitale Systeme,,4.0,20221,,,J,2021-11-16 09:42:18.204,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
190003,,4,A,"3313004             ",,,Digitale Systeme,,1.0,20221,,,J,2021-11-16 09:42:30.470,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
190002,,375,A,"3313006             ",,,Digitale Systeme (Schaltkreispraktikum),,1.0,20221,,,J,2021-11-16 09:42:55.266,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,,1
191342,,113,A,"53740               ",,,ÜWP - Multilingualism and language planning in Greater China,,2.0,20221,,,,2022-02-01 09:30:23.865,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,,3
192140,,113,A,"5250112             ",,,Inklusion und Heterogenität im Englischunterricht,,2.0,20221,,,J,2022-02-21 09:59:03.306,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194840,,113,A,"532841Ü             ",,,Umweltdiskurse,,2.0,20221,,,J,2022-02-26 17:03:11.128,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
193364,,332,A,"532840              ",,,Techno Culture. Geschichte und Gegenwart elektronischer Tanzmusikkultur in Berlin,,2.0,20221,,,J,2022-02-28 20:58:28.964,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193384,,326,A,"51012               ",,,Autonomie in Theorie und Praxis/The Theory and Practice of Autonomy,,2.0,20221,,,J,2022-02-26 20:00:23.391,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
190395,,4,A,"60407               ",,,"Klassische und neuere Texte zur evangelischen Verantwortungsethik (HS - H 440/441; MEd D; MRC - V3a, B4; BAGS 4; MRC - BM 4)",,2.0,20221,,,J,2022-02-23 14:39:50.933,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
192753,,4,A,"51453               ",,,Richard Pipes and controversies of the Cold War,,2.0,20221,,,J,2022-01-31 16:47:16.231,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
192754,,4,A,"51454               ",,,"Two German States in Comparative Perspective, 1949-1990 (and Beyond...)",,2.0,20221,,,J,2022-01-31 16:48:06.416,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,2
190092,,326,A,"3313010             ",,,Proseminare,,2.0,20221,,,J,2021-11-16 09:45:06.990,,,,,,,,,,,4,,N,,J,,9,,,,,,,,,,,,J,4
190354,,113,A,"3313011             ",,,Algorithmen und Methoden der Zeitreihenanalyse,,2.0,20221,,,J,2021-11-16 09:45:31.387,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
191343,,236,A,"53620               ",,,Einführung Sprache/Kommunikation,,2.0,20221,,,,2022-01-06 16:05:00.591,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,J,3
191344,,236,A,"53620               ",,,ÜWP - Einführung Sprache/Kommunikation,,2.0,20221,,,,2022-02-01 09:36:07.930,,,,,,,,,,2,4,,,,J,,1,,,,,,,,,,,,,3
193625,,113,A,"53468               ",,,Musik als kommunikative Handlung,,2.0,20221,,,J,2022-01-19 15:35:11.427,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193452,,338,A,"51031               ",,,Practical Normativity: Rationality,,2.0,20221,,,J,2022-02-26 20:41:21.392,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,J,1
191371,,421,A,"2739656             ",,,"""Praktische Datenanalyse mit R - Deskriptive und induktive Statistik (für Fortgeschrittene)""",,3.0,20221,,,J,2022-01-27 11:12:28.929,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191372,,421,A,"2739672             ",,,"""Wie weiter nach dem Bachelor-Studium - Berufliche Perspektiven entwickeln""",,3.0,20221,,,J,2022-01-19 10:03:34.430,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191374,,421,A,"2739673             ",,,"""Öffentlich sprechen  - für potenzielle Berufsredner_innen""",,3.0,20221,,,J,2022-01-19 10:07:25.380,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191368,,421,A,"2739674             ",,,"Gelungene Selbstpräsentation in Fachvortrag, Bewerbung und Diskussion",,3.0,20221,,,J,2022-01-20 07:10:16.270,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191369,,421,A,"2739676             ",,,"""Mediation und Konflikttransformation""",,3.0,20221,,,J,2022-01-20 07:16:00.335,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191370,,421,A,"2739677             ",,,"""Wirkungsvolles Auftreten im Berufsleben""",,3.0,20221,,,J,2022-01-20 07:40:51.390,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191413,,396,A,JF117               ,,,"""Jour fixe - Die schriftliche Bewerbung""",,0.0,20221,,,J,2022-01-20 11:35:26.347,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191412,,396,A,JF118               ,,,"""Jour fixe - Das Vorstellungsgespräch""",,0.0,20221,,,J,2022-01-20 11:38:19.250,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191408,,396,A,CDI161              ,,,"""Berufseinstieg - So wird deine Einarbeitung zum Erfolg""",,0.0,20221,,,J,2022-01-20 12:11:33.378,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191407,,396,A,CDI160              ,,,"""Die Gehaltsverhandlung - Wie gehe ich diese richtig an?""",,0.0,20221,,,J,2022-01-20 12:20:03.154,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191410,,396,A,CDI159              ,,,"""Das Bewerbungsgespräch und mein erster Arbeitsvertrag""",,0.0,20221,,,J,2022-01-25 07:20:19.495,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
190396,,329,A,"60411               ",,,Forschungskolloquium,,1.0,20221,,,J,2022-02-23 14:41:45.877,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,3
194415,,236,A,"51009               ",,,Einführung in die Rechtsphilosophie,,2.0,20221,,,J,2022-02-26 22:28:02.735,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193355,,332,A,"532880              ",,,"Chronik eines Sommers, Diachronien eines Films",,2.0,20221,,,J,2022-02-28 21:11:23.787,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,J,1
191348,,421,A,"2739654             ",,,"""Kulturfinanzierung  - Fundraising, Sponsoring, Kooperationen, Management""",,3.0,20221,,,J,2022-01-19 06:53:31.934,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191352,,421,A,"2739651             ",,,"""Tabellenkalkulation mit Microsoft Excel""",,3.0,20221,,,J,2022-01-19 07:02:42.260,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191350,,421,A,"2739652             ",,,"""Einführung in die Datenbankverwaltung  - Arbeiten mit Microsoft Access""",,3.0,20221,,,J,2022-01-19 07:11:38.962,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191353,,421,A,"2739653             ",,,"""Crossmedialer Journalismus""",,3.0,20221,,,J,2022-01-19 07:21:11.436,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191355,,421,A,"2739655             ",,,"""Mein Weg ins Personalmanagement""",,3.0,20221,,,J,2022-01-19 07:23:53.506,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191349,,421,A,"2739675             ",,,"""Praktische Datenanalyse mit SPSS - Deskriptive Statistik"" (Anfänger*innen)",,3.0,20221,,,J,2022-01-27 11:21:16.220,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191354,,421,A,"2739657             ",,,"""Eventmanagement""",,3.0,20221,,,J,2022-01-19 08:09:18.650,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191364,,421,A,"2739658             ",,,"""Kommunikation kompakt - Gesprächs- und Verhandlungsführung und Sprechen im öffentlichen (virtuellen) Raum""",,3.0,20221,,,J,2022-01-19 08:16:04.388,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191346,,421,A,"2739659             ",,,"""Verhandlungstraining""",,3.0,20221,,,J,2022-01-19 08:27:49.521,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191360,,421,A,"2739661             ",,,Public Relations (PR) als Berufsfeld - Einführung in die strategische Presse- und Öffentlichkeitsarbeit,,3.0,20221,,,J,2022-01-19 08:33:00.433,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191361,,421,A,"2739662             ",,,"""Auslandsaufenthalt im Studium - interkulturelle Kompetenzentwicklung selbst gestalten/erleben""",,3.0,20221,,,J,2022-01-19 08:43:49.755,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191359,,421,A,"2739671             ",,,"Konfliktmanagement - Konflikte erkennen, bewältigen und vorbeugend vermeiden",,3.0,20221,,,J,2022-01-19 09:58:57.928,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191357,,421,A,"2739678             ",,,"""Selbstbewusst kommunizieren""",,3.0,20221,,,J,2022-01-20 08:01:21.820,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191347,,421,A,"2739660             ",,,"""Künstliche Intelligenz - technologischen Wandel verstehen und die Zukunft aktiv mitgestalten""",,3.0,20221,,,J,2022-01-20 08:16:49.963,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191398,,396,A,CDI158              ,,,"""Das Einstiegsgehalt - Was ist meine Arbeit""",,0.0,20221,,,J,2022-01-20 11:54:10.235,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
