"veranstid","verart","verartid","aikz","veranstnr","veranstnrint","ktxt","dtxt","ltxt","sws","semester","erwartteilnehmer","teilnehmermax","druck_vvz","zeitstempel","lehrmethoden","voraussetzung","verweise","pruefungsstoff","credits","kommentar","bemerkung","literatur","hyperlink","uebernrhythm","veranststatusid","pruefmoegl","freigabe","publish","belegpflicht","geschl","unterrsprache","praesenzzeit","art_praesenzzeit","ssz","studienjahr","kosten","externperson","externinst","evalartid","externid","fachuebergreifend_kz","curricular_kz","sichtbar","verformatid"
191400,,396,A,CDI165              ,,,"""Personal Branding: Wie Sie Xing & LinkedIn nutzen, um sich auf dem digitalen Arbeitsmarkt zu positionieren""",,0.0,20221,,,J,2022-01-20 12:26:57.334,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191402,,396,A,CDI164              ,,,"""Wie ich meine Geschichte in Interviews auf den Punkt bringe""",,0.0,20221,,,J,2022-01-20 12:31:35.569,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191401,,396,A,CDI162              ,,,"""Abwechslung, Spaß und viele Möglichkeiten - beim Quereinstieg ins Lehramt an den Docemus Privatschulen""",,0.0,20221,,,J,2022-01-20 12:21:31.562,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
190397,,341,A,"60521               ",,,Interuniversitäres Oberseminar: Religiöse Bildung in der Kultur der Digitalität,,1.0,20221,,,J,2022-02-16 10:23:24.684,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
190082,,4,A,"3313024             ",,,Compilerbau,,1.0,20221,,,J,2021-11-16 09:50:11.125,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
192177,,4,A,"5250026             ",,,Contrastive Language Analysis: Translating academic and popular-scientific texts,,2.0,20221,,,J,2022-02-23 11:31:56.159,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,2
192154,,4,A,"5250003             ",,,Language Awareness: Language Learning with Literature,,2.0,20221,,,J,2022-02-17 14:11:05.286,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,1
192141,,113,A,"5250113             ",,,Problemfelder des Fremdsprachenlehrens und -lernens,,2.0,20221,,,J,2021-12-09 16:30:46.597,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194841,,113,A,"42600011            ",,,Exploring Difficult Heritage through Berlin Museums,,2.0,20221,,,J,2022-03-01 10:38:52.755,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,1
194846,,113,A,"42600016            ",,,Philosophy in Berlin: Origin and Future of the University,,2.0,20221,,,J,2022-03-01 10:40:12.762,,,,,,,,,,1,4,,J,,J,,9,,,,,,,,,,,,J,1
192756,,4,A,"51455               ",,,Historical Approaches to Researching and Writing about Conspiracy Theories,,2.0,20221,,,J,2022-01-31 16:50:56.705,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,2
190091,,113,A,"3313075             ",,,Medizinische Informatik,,2.0,20221,,,J,2022-02-28 12:54:24.505,,,,,,,,,,,4,,N,,J,,9,,,,,,,,,,,,J,2
192760,,4,A,"51458               ",,,Digitale Propädeutik II,,2.0,20221,,,J,2022-01-31 16:52:38.841,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
190418,,326,A,"60202               ",,,"Einführung in die Methoden der Exegese des Neuen Testaments (GS - H 120/121/122/123, BA[B2]NTmG)",,2.0,20221,,,J,2022-01-05 15:37:43.360,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
192755,,4,A,"51451               ",,,Kolonialexperten. Zur Geschichte der europäischen Wissensordnung im Zeitalter des Hochimperialismus (1880er bis 1950er Jahre),,2.0,20221,,,J,2022-03-01 10:00:17.610,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193627,,113,A,"53475               ",,,Improvisation in transkultureller Perspektive,,2.0,20221,,,J,2022-01-19 16:26:19.111,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
193416,,4,A,"5260142             ",,,Russisch: Schreibkurs I für Herkunftssprecher*innen (E-Learning-Kurs),,1.0,20221,,,J,2022-01-11 00:44:57.588,,,,,,,,,,1,4,,J,,J,,7,,,,,,,,,,,,,2
193412,,4,A,"5260127             ",,,Russisch: Medienbasierter Kurs,,2.0,20221,,,J,2022-01-10 23:50:04.221,,,,,,,,,,1,4,,J,,J,,7,,,,,,,,,,,,,1
193357,,113,A,"532834              ",,,Ecological Design: (Re)making Environments,,2.0,20221,,,J,2022-02-28 20:51:54.600,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
192757,,113,A,"54838               ",,,Kindlicher Spracherwerb und seine Störungen,,2.0,20221,,,J,2022-02-24 13:59:33.870,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194842,,113,A,"42600012            ",,,"(In)visibly Black: Understanding Race, Racism, and the Politics of Belonging in Berlin",,2.0,20221,,,J,2022-03-01 10:41:01.714,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,1
193883,,407,A,,,,Workshop Shintaro Miyazaki,,2.0,20221,,,N,2022-01-19 16:27:56.312,,,,,,,,,,,5,,N,,N,,1,,,,,,,,,,,,J,1
192173,,4,A,"5250022             ",,,Written Academic Discourse: Writing and Revising the Essay,,2.0,20221,,,J,2022-02-11 09:32:36.317,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,1
192142,,113,A,"5250113ÜWP          ",,,Problemfelder des Fremdsprachenlehrens und -lernens,,2.0,20221,,,J,2021-12-09 16:38:19.638,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193889,,421,A,Ü53522              ,,,Politiken des Archivierens,,2.0,20221,,,J,2022-02-28 11:07:01.503,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,1
193358,,113,A,"532865              ",,,Material Legacies. On the Geo-Bio-Politics of Material Transformation,,2.0,20221,,,J,2022-03-13 19:08:57.918,,,,,,,,,,0,4,,J,,N,,2,,,,,,,,,,,,J,1
194843,,113,A,"42600013            ",,,An Immigrant Story - a 100 years of change,,2.0,20221,,,J,2022-03-01 10:39:41.841,,,,,,,,,,0,4,,J,,J,,9,,,,,,,,,,,,J,1
194848,,113,A,"42600018            ",,,Practicing Culture & Community: &#8216;Third Places&#8217; in Berlin,,2.0,20221,,,J,2022-03-01 10:40:33.514,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,1
191404,,396,A,CDI155              ,,,"""Jobsuche im Web 6.0 - Pimp your Social Profile (mit Bewerbungsmappecheck)""",,0.0,20221,,,J,2022-01-20 11:46:55.360,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
190466,,394,A,"5230033             ",,,Sprachliche Kreativität,,2.0,20221,,,J,2022-01-25 13:03:30.721,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,3
191405,,396,A,CDI157              ,,,"""Die Gewerkschaft - Warum gibt es Gewerkschaften und wie kann ich mitmachen?""",,0.0,20221,,,J,2022-01-20 11:52:42.689,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191403,,396,A,CDI163              ,,,"""Mindset & Self-Belief in Application Processes: Finding your X-Factor"" (in English)",,0.0,20221,,,J,2022-01-20 12:29:52.255,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191440,,396,A,WI35                ,,,"""Online-Veranstaltungsreihe: Berufsorientierung im 21. Jahrhundert - Mit Charisma ins Vorstellungsgespräch""",,0.0,20221,,,J,2022-01-21 11:36:00.723,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191439,,396,A,WI36                ,,,"""Motiviert Studieren und Arbeiten im Home Office - Aufgabenmanagement und der Umgang mit Prokrastination""",,0.0,20221,,,J,2022-01-25 08:06:16.753,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191438,,396,A,WI37                ,,,"""Motiviert Studieren und Arbeiten im Home Office - Lernstrategien und Tipps zum motivationsfördernden Austausch im Home Office""",,0.0,20221,,,J,2022-01-25 08:06:37.310,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
190401,,113,A,"60506               ",,,Unterrichtspraktisches Seminar I (MEd RP1),,2.0,20221,,,J,2022-02-16 09:44:27.387,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
192758,,4,A,"51456               ",,,Geschichte wissenschaftlich schreiben,,2.0,20221,,,J,2022-01-31 16:51:30.623,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,2
190027,,4,A,"3313086             ",,,Informatik und Bildung,,1.0,20221,,,J,2021-11-25 13:10:44.141,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,4
192166,,4,A,"5250015             ",,,"Oral Skills: Voices of Great Britain, Ireland and the US",,2.0,20221,,,J,2022-02-16 10:09:37.783,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,2
192143,,113,A,"5250114             ",,,Perspektiven Fremdsprachendidaktischer Forschung,,2.0,20221,,,J,2021-12-09 16:43:09.499,,,,,,,,,,0,4,,N,,J,,9,,,,,,,,,,,,,1
193886,,421,A,Ü53521              ,,,Enzyklopädien der Neuzeit. Von Diderot bis Wikipedia,,2.0,20221,,,J,2022-02-28 11:05:30.614,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,1
194844,,113,A,"42600014            ",,,Surveillance: East Germanys Secret Police and Contemporary Culture,,2.0,20221,,,J,2022-03-01 10:39:52.372,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,J,1
192125,,339,A,"53609               ",,,From colonising thinking to more-than-human beings: archaeological and anthropological perspectives in Inner Asia,,2.0,20221,,,J,2022-03-04 13:30:02.811,,,,,,,,,,0,4,,J,,J,,9,,,,,,,,,,,,,1
191415,,421,A,MA1651              ,,,"""Erfolgreiche Laufbahngestaltung und Networking""",,3.0,20221,,,J,2022-01-14 09:37:06.294,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
193359,,4,A,Ü53210              ,,,"Objekte im Fokus: Objektbestimmung, -datierung und -interpretation im Ägyptischen Museum Berlin",,2.0,20221,,,J,2022-02-07 10:52:52.783,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
192759,,236,A,"5519035             ",,,Sportpsychologie: VL Individuelle Sport- und Bewegungsbedürfnisse verstehen und analysieren,,2.0,20221,,,J,2022-01-07 14:16:45.958,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=103844,1,4,,J,,N,,1,,,,,,,,,,,,,2
193887,,421,A,Ü53526              ,,,Eine Mediengeschichte und -theorie der Digital Humanities,,2.0,20221,,,J,2022-02-28 11:07:11.259,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,2
194845,,113,A,"42600015            ",,,Transformation and the rise of the illiberal right - Lessons from Berlin and Germany,,2.0,20221,,,J,2022-03-01 10:40:02.437,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,1
192151,,4,A,"5250001             ",,,Language Awareness: Grammar in Context,,2.0,20221,,,J,2022-02-28 10:04:13.938,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,2
192165,,4,A,"5250014             ",,,Oral Skills: Debating,,2.0,20221,,,J,2022-02-17 14:11:20.598,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,,1
192144,,113,A,"5250114ÜWP          ",,,Perspektiven Fremdsprachendidaktischer Forschung,,2.0,20221,,,J,2021-12-09 16:48:53.463,,,,,,,,,,0,4,,N,,J,,9,,,,,,,,,,,,,1
194847,,113,A,"42600017            ",,,Be your own Berlin! Urban performance in tourism,,2.0,20221,,,J,2022-03-01 10:40:23.360,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,1
194849,,113,A,"42600019            ",,,"Mapping Berlin, Geography of Sound",,2.0,20221,,,J,2022-03-01 10:40:45.144,,,,,,,,,,1,4,,J,,J,,2,,,,,,,,,,,,J,1
191422,,421,A,MA1656              ,,,"""Kommunikation kompakt""",,3.0,20221,,,J,2022-01-13 15:32:11.363,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191419,,421,A,MA1652              ,,,"""Stimmbildung und Sprecherziehung - Mit belastbarer, kraftvoller Stimme mehr erreichen!""",,3.0,20221,,,J,2022-01-14 09:53:04.403,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191417,,421,A,MA1653              ,,,"""Mit Haltung überzeugen""",,3.0,20221,,,J,2022-01-17 07:58:45.745,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191424,,421,A,MA1658              ,,,"&quot;Authentische Selbstpräsentation - Sprache, Mimik, Gestik finden und vertiefen&quot;",,3.0,20221,,,J,2022-01-14 10:21:08.873,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191425,,421,A,MA1659              ,,,"""Professionelles Konfliktmanagement""",,3.0,20221,,,J,2022-01-17 07:43:11.272,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191416,,421,A,MA1654              ,,,"""Virtual Personal Branding""",,3.0,20221,,,J,2022-01-26 12:45:39.721,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
190416,,236,A,"60201               ",,,"Armut und Reichtum im Lukasevangelium (BA [B/V]NToG, BF7, MEd D,  MRC-B1,V1f, BM1,VM1a-oG)",,2.0,20221,,,J,2022-01-24 21:41:37.572,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
190405,,354,A,"60520               ",,,Grundkurs Bibliolog (MEd RP2/A/B/E II; H 250/650/651; MRC VM6),,2.0,20221,,,J,2022-01-24 23:14:22.892,,,,,,,,,,,4,,N,,N,,1,,,,,,,,,,,,J,1
192761,,4,A,"51459               ",,,"""Drei Säulen der Altersvorsorge""-Filmprojekt",,2.0,20221,,,J,2022-01-31 16:53:18.674,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
192762,,4,A,"51460               ",,,Der Tag zieht den Jahrhundertweg. Russische Gesellschaft im Spiegel der Literatur.,,2.0,20221,,,J,2022-01-31 16:53:50.668,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
193356,,113,A,"53700               ",,,Indien als Hindu-Indien? Zur gegenwärtigen Identitätsdebatte in Indien unter der BJP-Regierung,,2.0,20221,,,J,2022-01-10 16:13:51.346,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,J,1
193361,,353,A,"530230              ",,,Urban Studies: Un/Safety in Urban Space (ÜWP),,2.0,20221,,,J,2022-01-13 11:54:24.455,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194850,,113,A,"42600020            ",,,Sexual Culture in Berlin. Between Subculture and Self Improvement,,2.0,20221,,,J,2022-03-01 10:40:53.480,,,,,,,,,,0,4,,J,,J,,9,,,,,,,,,,,,J,1
192763,,4,A,"51461               ",,,Podcasts. Zwischen Wissenschaft. Unterhaltung und Fake News,,2.0,20221,,,J,2022-01-31 16:54:13.835,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192252,,366,A,"53719               ",,,Vietnamesisch Lektürekurs II,,2.0,20221,,,J,2022-01-11 14:22:40.370,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
191435,,421,A,MA1661              ,,,&quot;Journalistisches Arbeiten&quot;,,3.0,20221,,,J,2022-01-14 10:04:59.349,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,4
191428,,396,A,UM2                 ,,,"""Tage des (Um)Bruchs - Übergänge selbstbewusst meistern""",,0.0,20221,,,J,2022-01-20 12:00:42.440,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191432,,396,A,WI32                ,,,"""Online-Veranstaltungsreihe: Berufsorientierung im 21. Jahrhundert - Mosaikkarrieren - Nur ein Trend oder Ausdruck von individueller Laufbahngestaltung?""",,0.0,20221,,,J,2022-01-21 11:15:27.239,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191431,,396,A,WI34                ,,,"""Online-Veranstaltungsreihe: Berufsorientierung im 21. Jahrhundert - Persönlichkeit zeigen und die eigene Brand entwickeln""",,0.0,20221,,,J,2022-01-21 11:32:18.550,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191536,,338,A,"5519059             ",,,Soziale Ungleichheit und Sport,,2.0,20221,,,J,2022-01-20 20:08:52.795,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
190459,,236,A,"5230019Ü            ",,,Einführung in die skandinavistische Sprachwissenschaft,,2.0,20221,,,J,2022-01-25 12:50:23.525,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,3
191433,,396,A,WI33                ,,,"""Online-Veranstaltungsreihe: Berufsorientierung im 21. Jahrhundert - Werte und Ziele - Basis für ein erfülltes (Arbeits-)Leben""",,0.0,20221,,,J,2022-01-21 11:28:48.630,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191430,,396,A,TK71                ,,,"""Zeitmanagement""",,0.0,20221,,,J,2022-01-25 06:50:39.520,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
191429,,396,A,TK72                ,,,"""Sich selbst motivieren""",,0.0,20221,,,J,2022-01-25 07:15:13.497,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,2
192145,,113,A,"5240434             ",,,The Unexpected Subject: The contemporary relevance of Italian Feminism of Difference,,2.0,20221,,,J,2021-12-10 13:11:39.407,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,J,4
190406,,236,A,"60300               ",,,"Christentumsgeschichte II: Mittelalter (GS/HS - H 130/131/132/133, 231, 430/431, 630; BA: V3a, V3b; MEd A/B/C; MRC-V1a, V1g, VM3a, VM3c, (71)ÜWB)",,4.0,20221,,,J,2022-03-14 09:57:08.987,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=111025,,4,,N,,N,,1,,,,,,,,,,,,J,1
193890,,113,A,"10767               ",,,Aktuelle Entscheidungen des EGMR zu strafrechtlichen und strafprozessualen Fragen,,2.0,20221,,,J,2022-01-27 14:23:31.153,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110386,,4,,N,,N,,1,,,,,,,,,,,,,1
192764,,4,A,"51462               ",,,Deutschlands 20. Jahrhundert im Spiegel der Alltags- und Familiengeschichte. Eine Übung zum selberforschen,,2.0,20221,,,J,2022-01-31 16:55:11.873,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192765,,4,A,"51463               ",,,Klassiker der Umweltgeschichte,,2.0,20221,,,J,2022-01-31 16:56:08.967,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192766,,4,A,"51464               ",,,Mining History - Programmieren für Historiker*innen II (Python) - Aufbaukurs,,2.0,20221,,,J,2022-01-31 16:56:38.746,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192611,,421,A,"53752               ",,,ÜWP: Europäische Stadtplanung am Beispiel Calcuttas und New Delhis,,2.0,20221,,,J,2022-02-21 13:35:10.397,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
192146,,401,A,"5250115             ",,,Masterkolloquium,,2.0,20221,,,J,2021-12-09 16:52:53.953,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
193374,,113,A,"532826              ",,,Susan Sonntag: Leben - Schreiben - Denken,,2.0,20221,,,J,2022-02-28 20:47:47.517,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
191443,,113,A,"54142               ",,,"Modul 1/ 3a (Bachelor; SU): Grundlagen des Sachunterrichts und seiner Didaktik | Pflichtseminar ""Einführung in den Sachunterricht und seine Didaktik""",,2.0,20221,,,J,2022-01-06 14:54:52.684,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,2
191442,,113,A,"54143               ",,,"Modul 2 (Bachelor; SU): Konzeptionelle Grundlagen des Sachunterrichts und seiner Didaktik | Pflichtseminar ""Sachunterricht und allgemeine Bildung""",,2.0,20221,,,J,2022-01-06 14:55:01.346,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,2
194851,,236,A,"3314516             ",,,Ausgewählte Themen der Finanz- und Versicherungsmathematik (M26): Interest rate modelling and derivative pricing,,2.0,20221,,,J,2022-02-28 08:50:27.985,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,J,1
193362,,382,A,"532812              ",,,Verwundbare Körper des Politischen. Vulnerability revisited,,2.0,20221,,,J,2022-02-28 23:50:04.989,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,J,2
193892,,113,A,"2112032a            ",,,Fachbezogene Arbeitsweisen,,2.0,20221,,,J,2022-01-20 19:03:18.916,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,1
190407,,4,A,"60514               ",,,Die Kaiser-Wilhelm-Gedächtniskirche: Religionspädagogische Konzepte für einen offenen Kirchenraum entwickeln  (BA[B]RP; BaG1; HS-H 250/650/651; MEd RP2/E/F; MRC VM1c/BM6/VM6; V1d/V2g; MEd-Ü3),,2.0,20221,,,J,2022-01-24 23:07:11.500,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110217,,4,,N,,N,,1,,,,,,,,,,,,J,1
192767,,4,A,"51457               ",,,Digitale Propädeutik I,,2.0,20221,,,J,2022-01-31 16:52:15.694,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
192768,,4,A,"51465               ",,,Einführung in die Genderforschung der Naturwissenschaften,,2.0,20221,,,J,2022-01-31 16:57:41.191,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,1
192769,,4,A,"51466               ",,,Kolonialismus und Naturkunde,,2.0,20221,,,J,2022-01-31 16:58:19.711,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192771,,4,A,"51468               ",,,Quellen zur Geschichte der Judenverfolgung im Nationalsozialismus.,,2.0,20221,,,J,2022-01-31 18:03:38.971,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192773,,4,A,"51470               ",,,Kontinuitäten & Brüche in der deutschen Stadtplanungsgeschichte 1920-1960,,2.0,20221,,,J,2022-01-31 18:06:30.294,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
192774,,4,A,"51471               ",,,Lektürekurs: Frantz Fanon und die postkoloniale Theorie,,2.0,20221,,,J,2022-01-31 18:06:59.251,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
191453,,113,A,"54145               ",,,"Modul 2 (Bachelor; SU): Konzeptionelle Grundlagen des Sachunterrichts und seiner Didaktik | Wahlseminar ""Vielperspektivität als didaktisches Prinzip des Sachunterrichts""",,2.0,20221,,,J,2022-01-17 10:10:26.700,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,2
191451,,113,A,"54148               ",,,Modul 6a (Bachelor; SU): Konzeptionen und Theorien des Sachunterrichts und seiner Didaktik - Vertiefung Didaktik Sachunterricht | SE Historische und gegenwärtige Konzeptionen des Sachunterrichts und seiner Didaktik,,2.0,20221,,,J,2022-01-14 08:28:48.155,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,2
191448,,113,A,"54152               ",,,"Modul 1 (Bachelor; ÜWP): Kinder und Kindheiten | Seminar ""Entwicklung von Kindheit""",,2.0,20221,,,J,2022-01-14 08:26:53.333,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
191444,,342,A,"54154               ",,,"Modul 2 (Bachelor; SU): Konzeptionelle Grundlagen des Sachunterrichts und seiner Didaktik | Wahlseminar ""Umwelt erschließen als Aufgabe des Sachunterrichts""",,2.0,20221,,,J,2022-01-27 15:35:58.563,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,3
191449,,113,A,"54165               ",,,"Modul 1 (Bachelor; ÜWP): Kinder und Kindheiten | Seminar ""Bildungsanforderungen und Kindheiten""",,2.0,20221,,,J,2022-01-14 08:24:48.357,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,1
191447,,401,A,,,,Abschlussmodul (Bachelor) | Abschlusscolloquium,,2.0,20221,,,J,2022-01-25 09:04:20.711,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,3
192775,,113,A,"54832               ",,,Grundlagen der Didaktik im Förderschwerpunkt Sprache,,2.0,20221,,,J,2022-02-24 13:59:33.853,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
193363,,401,A,"532848              ",,,Forschungskolloquium für Examenskandidat/innen und Doktorand/innen,,2.0,20221,,,J,2022-02-18 22:27:46.673,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,2
190493,,325,A,"5230016Ü            ",,,Einführung in die skandinavistische Literaturwissenschaft,,2.0,20221,,,J,2022-01-25 12:47:56.682,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,3
190492,,325,A,"5230020Ü            ",,,Einführung in die skandinavistische Sprachwissenschaft,,2.0,20221,,,J,2022-01-25 12:51:31.493,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,3
193895,,401,A,"2112137             ",,,Projekt der Masterarbeit,,1.0,20221,,,J,2022-01-25 13:52:07.350,,,,,,,,,,2,4,,J,,N,,1,,,,,,,,,,,,,1
192148,,374,A,"5240435             ",,,Ich hasse Schreiben. Aber ich liebe den fertigen Text,,2.0,20221,,,J,2021-12-09 16:59:24.421,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
190408,,4,A,"603001              ",,,"Quellen zur Vorlesung ""Christentumsgeschichte II: Mittelalter"" (GS/HS - H 235, BA[V]HTmL)",,1.0,20221,,,J,2022-03-14 10:01:00.988,,,,,,,,,https://moodle.hu-berlin.de/enrol/index.php?id=111026,,4,,N,,N,,1,,,,,,,,,,,,J,1
190488,,330,A,"5230003             ",,,Basiskompetenz,,2.0,20221,,,J,2022-01-25 10:52:45.656,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,3
190487,,350,A,"5230002Ü            ",,,Einführung ins Altnordische,,2.0,20221,,,J,2022-01-25 10:51:36.609,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,3
190484,,113,A,"5230080             ",,,Von der Frage zum Text. Techniken und Taktiken historischer und kulturwissenschaftlicher Analyse,,2.0,20221,,,J,2022-01-25 13:27:09.956,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,3
190457,,236,A,"5230019             ",,,Einführung in die skandinavistische Sprachwissenschaft,,2.0,20221,,,J,2022-01-25 12:49:41.495,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,,3
190455,,387,A,"5230022             ",,,Isländisch 4,,4.0,20221,,,J,2022-01-25 12:52:42.313,,,,,,,,,,2,4,,N,,J,,17,,,,,,,,,,,,,3
190453,,4,A,"5230045             ",,,Aktuelle debatter i Norge,,2.0,20221,,,J,2022-01-25 13:17:21.214,,,,,,,,,,2,4,,N,,J,,16,,,,,,,,,,,,,3
190452,,4,A,"5230048             ",,,Übungen zur schwedischen Grammatik,,2.0,20221,,,J,2022-01-25 13:19:05.300,,,,,,,,,,2,4,,N,,J,,1,,,,,,,,,,,,,3
190449,,374,A,"5230038             ",,,Einführung in die journalistische Praxis,,2.0,20221,,,J,2022-01-25 13:07:04.940,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,3
190448,,4,A,"5230068             ",,,Tekstproduktion,,2.0,20221,,,J,2022-01-25 13:22:57.350,,,,,,,,,,2,4,,N,,J,,14,,,,,,,,,,,,,3
