"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility"
Chaucer and Shakespeare,Seminar,,J,,englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Marlene Dirschauer,Seminarraum 1.502,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Empfindsamkeit in der skandinavischen Literatur,Seminar,,N,,deutsch,2022-07-08,2022-07-08,,"12:00","14:00",Freitag,Einzeltermin,Einzeltermin,Otto Fischer,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
Didaktik der Analysis und der Analytischen Geometrie / Linearen Algebra,Übung,,N,,deutsch,,,,"13:00","15:00",Donnerstag,"14tgl./2","14tgl./2",Christoph Werner,Hörsaal 75 1.115,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Dänisch 2,Sprachkurs,,N,,deutsch,,,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Anders Ellegaard,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Sportpsychologie: VL Individuelle Sport- und Bewegungsbedürfnisse verstehen und analysieren,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=103844,J,,deutsch,2022-04-26,2022-07-19,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Franziska Lautenbach,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Differentialgeometrie IV (M12) (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Donnerstag,wöchentlich,wöchentlich,Thomas Walpuski,Hörsaal 75 1.115,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Rückschlagspiele,Integrierter Theorie- und Praxiskurs,,N,,deutsch,2022-04-25,2022-07-18,,"14:00","15:30",Montag,wöchentlich,wöchentlich,Dirk Eckardt,Dreifelderhalle 1.02B,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Modul 13: Experimentalpsychologisches Forschungspraktikum,Praktikum,,J,,deutsch,2022-04-22,2022-07-22,,"09:00","11:00",Freitag,wöchentlich,wöchentlich,Sebastian Kübler,Besprechungsraum 3.106,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,"Lebenswissenschaftliche Fakultät, Institut für Psychologie"
Urdu II,Sprachkurs,,J,,deutsch-englisch,2022-04-20,2022-07-20,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Syed Sarwar Zahir,Seminarraum 217,"2. OG                    ",Invalidenstraße 118                               ,edison höfe,Technische Abteilung (V)
CM12 (M.Sc.)/Modul 14 (B.Sc.): Forschungsmethoden und -analysen / Advanced methods and Analyses II - KO Psychotherapie und Somatopsychologie I und II (FoV27),Kolloquium,,J,,deutsch,2022-04-20,2022-07-20,,"15:00","17:00",Mittwoch,wöchentlich,wöchentlich,Ulrike Lüken,Besprechungsraum 3.106,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,"Lebenswissenschaftliche Fakultät, Institut für Psychologie"
Lineare Algebra und Analytische Geometrie II (ÜWP),Übung,,N,,deutsch,,,,"15:00","17:00",Montag,wöchentlich,wöchentlich,Stephan Schmidt,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
"Latein II (GS - H 030, BA) Der Kurs beginnt mit einer Aufnahmeklausur. Nur für Theologie- und Philosophiestudierende der HU!",Sprachkurs,,N,,deutsch,,,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Dorothee Elm von der Osten,Seminarraum 113,"1. OG                    ",Burgstraße 26                                     ,Institutsgebäude,Technische Abteilung (V)
Lineare Algebra und Analytische Geometrie II,Übung,,N,,deutsch,,,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Vorbereitung des Berufsfelderschließenden Praktikums: Schulleben evaluieren,Seminar,,N,,deutsch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Helen Krofta,Besprechungsraum 124,"1. OG                    ",Geschwister-Scholl-Straße 7                       ,Institutsgebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften"
"Cours de médiation linguistique, culturelle et interculturelle (Begleitkurs 2 mündlicher Ausdruck)",Übung,,N,,französisch,,,,"08:00","10:00",Freitag,wöchentlich,wöchentlich,Xavier Bihan,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Krafttraining im Kindes- und Jugendalter,Hauptseminar,,N,,deutsch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Kirsten Legerlotz,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Diagnose und Förderung (Sprachbildung),Seminar,,J,,deutsch,2022-04-20,2022-07-23,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Clara Thöne,Seminarraum 0202,"2. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Zentralinstitut Professional School of Education
Einführung in die Genetik/ Molekulare Zellbiologie für Halbmodul Bio8 H,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110081,J,,deutsch,2022-04-27,2022-07-20,,"12:15","13:45",Mittwoch,wöchentlich,wöchentlich,Christian Schmitz-Linneweber,Hörsaal 1 201/101,"1. OG                    ",Philippstraße 12                                  ,Haus 2 / Institutsgebäude,Technische Abteilung (V)
Language Awareness: The Language of Cultural Studies,Übung,,N,,englisch,2022-04-21,2022-07-21,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Elisabeth Gibbels,Sprachlabor 325,"3. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,Zentraleinrichtung Sprachenzentrum
Propädeutikum B1,Übung,,N,,spanisch,,,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Anna Betlem Borrull,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Lineare Algebra und Analytische Geometrie II*,Vorlesung,,N,,deutsch,,,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Jürg Kramer,Hörsaal 0110,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
CM04: SE Hihjer Cognition - Gedächtnis und Sprache II,Seminar,,J,,deutsch,2022-04-21,2022-07-21,,"11:00","13:00",Donnerstag,wöchentlich,wöchentlich,Reinhard Beyer,Seminarraum 3.201,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
"Modul 1 (Master; AGSP): Lernen und Lehren im institutionalisieren Kontext | Pflichtseminar ""Grundschule als Ort von Sozialisation und Bildung""",Seminar,,J,,deutsch,2022-04-21,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,,Hörsaal 1.205,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Game Theory,Vorlesung/Übung,,N,,englisch,,,,"08:30","10:00",Donnerstag,wöchentlich,wöchentlich,Vakhtang Abashidze,Hörsaal 220,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Lineare Algebra und Analytische Geometrie II (ÜWP),Vorlesung,,N,,deutsch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Stephan Schmidt,Hörsaal 0115,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Das Wort,Seminar,,J,,deutsch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Antje Sauermann,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V)
Arabisch IV,Sprachkurs,https://moodle.hu-berlin.de/course/view.php?id=110492,N,,deutsch,2022-04-20,2022-07-20,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Somar Almir Mahmoud,Seminarraum 1.03,EG                       ,Hannoversche Straße 6                             ,Fritz Strassmann-Haus,Technische Abteilung (V)
"Feminizide. Gewalt, die sich in Körper schreibt",Seminar,,J,,deutsch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Martina Bengert,PC-Pool 460,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Vorbereitung SPR,Seminar,,J,,deutsch,2022-04-25,2022-07-18,,"14:15","15:45",Montag,wöchentlich,wöchentlich,Christine Oesterreich,Seminarraum 2 0.05,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Perspektiven fremdsprachendididaktischer Forschung: Bilingualer Unterricht,Seminar,,N,,deutsch,,,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Christoph Mayer,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Modul 14: Biomedizinische Grundlagen der klinischen Psychologie (WPM IX) - Biomedizinische Grundlagen der Klinischen Psychologie & Psychotherapie,Integrierte Lehrveranstaltung (Vorlesung mit Seminar oder Übung),,J,,deutsch,2022-06-11,2022-06-11,,"09:00","17:00",Samstag,Einzeltermin,Einzeltermin,Thomas Riemer,Seminarraum 3.201,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Moderne Methoden in der Trainingswissenschaft,Hauptseminar,,N,,deutsch,2022-04-25,2022-07-18,,"08:30","10:00",Montag,wöchentlich,wöchentlich,Kirsten Legerlotz,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Acquisition and Analysis of Neural Data,Übung,https://moodle.hu-berlin.de/course/view.php?id=109785,J,,englisch,2022-04-21,2022-07-21,,"11:00","12:30",Donnerstag,wöchentlich,wöchentlich,Richard Kempter,Hörsaal 102,EG                       ,Philippstraße 13                                  ,Haus 6 / Labor- / Hörsaalgebäude,Technische Abteilung (V)
Acquisition and Analysis of Neural Data,Übung,https://moodle.hu-berlin.de/course/view.php?id=109785,J,,englisch,2022-04-21,2022-07-21,,"11:00","12:30",Donnerstag,wöchentlich,wöchentlich,B. Blankertz,Hörsaal 102,EG                       ,Philippstraße 13                                  ,Haus 6 / Labor- / Hörsaalgebäude,Technische Abteilung (V)
Partielle Differentialgleichungen (Höhere Analysis II) (ÜWP),Vorlesung,,N,,englisch,,,,"13:00","15:00",Mittwoch,wöchentlich,wöchentlich,Carsten Carstensen,Hörsaal 0311,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Moderne Methoden der Statistik,Seminar,,N,,deutsch,,,,"15:00","17:00",Mittwoch,wöchentlich,wöchentlich,Vladimir Spokoiny,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Arabisch II,Sprachkurs,https://moodle.hu-berlin.de/course/view.php?id=110491,N,,deutsch,2022-04-25,2022-07-18,,"08:00","10:00",Montag,wöchentlich,wöchentlich,Somar Almir Mahmoud,Seminarraum 1.03,EG                       ,Hannoversche Straße 6                             ,Fritz Strassmann-Haus,Technische Abteilung (V)
Production et analyse de textes (registre et genre): la résilience,Übung,,N,,französisch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Bernadette Desorbay,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Norwegisch 2,Sprachkurs,,N,,deutsch,,,,"12:00","14:00",Donnerstag,wöchentlich,wöchentlich,Jana Eder,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Pragmatics,Seminar,,N,,englisch,2022-04-20,2022-07-20,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Florian Schäfer,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Einführung in die Genetik/ Molekulare Zellbiologie für Vollmodul Bio8 V,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110081,J,,deutsch,2022-04-25,2022-07-18,,"14:15","15:45",Montag,wöchentlich,wöchentlich,Christian Schmitz-Linneweber,Hörsaal 1 201/101,"1. OG                    ",Philippstraße 12                                  ,Haus 2 / Institutsgebäude,Technische Abteilung (V)
Phonetics & Phonology,Seminar,,N,,englisch,2022-04-21,2022-07-21,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Reginald Duah,Hörsaal 2014A,"1. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Einführung in die ältere deutsche Sprache - Mittelhochdeutsch,Grundkurs,,N,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Eva Meier,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V)
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-18,2022-07-23,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Monika Budde,Seminarraum 0323-26,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"Gestalten, Tanzen, Darstellen in der Grundschule",Integrierter Theorie- und Praxiskurs,,N,,deutsch,2022-04-19,2022-07-22,,"14:00","15:30",Dienstag,wöchentlich,wöchentlich,Nora Badura,Mehrzweckhalle 0.14,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Tutorium,Tutorium,,N,,deutsch,,,,"16:00","18:00",Freitag,wöchentlich,wöchentlich,Olga Olina,Seminarraum 3.007,EG                       ,Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Französisch-basierte Kreolsprachen,Seminar,,N,,deutsch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Richard Waltereit,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Grammatik des Schwedischen,Übung,,N,,deutsch,,,,"08:00","10:00",Donnerstag,wöchentlich,wöchentlich,Tomas Milosch,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-18,2022-07-23,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Monika Budde,Seminarraum 0323-26,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"Seminare im Modul 5 ""Text und Diskurs""",Seminar,,N,,deutsch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Sophia Döring,Seminarraum 1.401,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Culture and Media: Animals in the North American Imagination,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"18:00","20:00",Mittwoch,wöchentlich,wöchentlich,Amina Grunewald,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Aspekte fachbezogener Sprachbildung,Seminar,,J,,deutsch,2022-04-25,2022-07-23,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Saskia Braun,Seminarraum 0202,"2. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Zentralinstitut Professional School of Education
