"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility"
Ivrit für Fortgeschrittene (GS/HS - H),Sprachkurs,,J,,deutsch,,,,"14:00","15:30",Freitag,wöchentlich,wöchentlich,Gila Wendt,Seminarraum 113,"1. OG                    ",Burgstraße 26                                     ,Institutsgebäude,Technische Abteilung (V)
Die skandinavischen jüngeren Runeninschriften der Wikingerzeit und des Mittelalters als Quellen für Geschichte und Sprachgeschichte,Vertiefungskurse,,N,,deutsch,2022-04-29,2022-04-29,,"14:00","18:00",Freitag,Einzeltermin,Einzeltermin,Jurij Kusmenko,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
FS Algebraische Geometrie,Forschungsseminar,,N,,deutsch,,,,"13:00","15:00",Mittwoch,wöchentlich,wöchentlich,Gavril Farkas,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
FS Algebraische Geometrie,Forschungsseminar,,N,,deutsch,,,,"13:00","15:00",Mittwoch,wöchentlich,wöchentlich,Bruno Klingler,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
FS Algebraische Geometrie,Forschungsseminar,,N,,deutsch,,,,"13:00","15:00",Mittwoch,wöchentlich,wöchentlich,Thomas Krämer,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
"BA-, MA- und Doktorandenkolloquium Politisches System der Bundesrepublik Deutschland",Kolloquium,,N,,deutsch,,,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Jochen Müller,Seminarraum 005,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Digitale Systeme - ÜWP,Übung,,N,,deutsch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Siegmar Sommer,Hörsaal 0313,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Kommunikation bei Tieren,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110068,J,,deutsch,2022-04-25,2022-07-18,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Stefan Mucha,Seminarraum 104,EG                       ,Philippstraße 13                                  ,Haus 18 / Leonor Michaelis-Haus,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Kommunikation bei Tieren,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110068,J,,deutsch,2022-04-25,2022-07-18,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Rüdiger Krahe,Seminarraum 104,EG                       ,Philippstraße 13                                  ,Haus 18 / Leonor Michaelis-Haus,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Compréhension et expression écrites,Übung,,N,,französisch,,,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Nicole Savall,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Prüfungssimulation Strafrecht,Repetitorium,https://moodle.hu-berlin.de/course/view.php?id=110454,N,,deutsch,2022-06-14,2022-06-14,,"12:30","14:00",Dienstag,Einzeltermin,Einzeltermin,Florian Jeßberger,Seminarraum 210,"2. OG                    ",Unter den Linden 9                                ,Altes Palais,Technische Abteilung (V)
Proseminare Neuere und Neueste Geschichte,Proseminar,,N,,deutsch,2022-04-25,,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Tobias Wunschik,Seminarraum 0319-22,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
Differentialgeometrie II (M10),Vorlesung,,N,,englisch,,,,"11:00","13:00",Mittwoch,wöchentlich,wöchentlich,Chris Wendl,Seminarraum 30 1.114,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
La generación del 98,Seminar,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Yolanda Melgar,Seminarraum 1.403,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Politiktheoretische Terminologie. Einführung in die Politische Theorie und Ideengeschichte,Grundkurs,,N,,deutsch,,,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Friedrich Johannes Weißbach,Seminarraum 003,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Prüfungssimulation Strafrecht,Repetitorium,https://moodle.hu-berlin.de/course/view.php?id=110454,N,,deutsch,2022-06-22,2022-06-22,,"12:30","14:00",Mittwoch,Einzeltermin,Einzeltermin,Martin Heger,Seminarraum 210,"2. OG                    ",Unter den Linden 9                                ,Altes Palais,Technische Abteilung (V)
Proseminare Mittelalterliche Geschichte,Proseminar,,N,,deutsch,2022-04-19,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Jörg Feuchter,Seminarraum 0319-22,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"Modul 12: SE Arbeits-, Ingenieur- und Organisationspsychologie",Seminar,,J,,deutsch,2022-04-20,2022-07-20,,"15:00","17:00",Mittwoch,wöchentlich,wöchentlich,Rodney Leitner,Seminarraum 3.201,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Partielle Differentialgleichungen (Höhere Analysis II) (ÜWP),Übung,,N,,englisch,,,,"15:00","17:00",Mittwoch,wöchentlich,wöchentlich,,Hörsaal 0311,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
"Modul 9/18/26/30:FoV AIO-Psychologie + FoV Sozialpsychologie - Fortschritte der Sozialpsychologie ""Diversität in Organisationen""",Blockseminar,,J,,deutsch,2022-07-01,2022-07-01,,"09:00","18:00",Freitag,Einzeltermin,Einzeltermin,Ulrich Klocke,Seminarraum 3.208,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Mathematik II,Übung,,N,,deutsch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Bernd-Michael Kirstein,Seminarraum 203,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Sprachenübergreifend: Literatur und Raum: Grundlagen der literaturwissenschaftlichen Raumanalyse,Seminar,,J,,deutsch,2022-04-25,2022-07-23,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Natalia Grinina,Sprachlabor 561,"5. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie"
Einführung ins Altnordische,Basiskurse,,J,,deutsch,,,,"14:00","16:00",Freitag,wöchentlich,wöchentlich,Friederike Richter,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Pädagogische Qualität im Training und Sportunterricht - Master,Hauptseminar,,J,,deutsch,2022-04-19,2022-07-22,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Katrin Albert,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Modul 07: VL Entwicklungspsychologie der Lebensspanne,Vorlesung,,J,,deutsch,2022-04-22,2022-07-22,,"09:00","11:00",Freitag,wöchentlich,wöchentlich,Denis Gerstorf,Hörsaal 3.001,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Bachelorseminare Mittelalterliche Geschichte,Bachelorseminar,,N,,deutsch,2022-04-25,,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Andreas Büttner,Seminarraum 5009,"5. OG                    ",Friedrichstraße 191                               ,Institutsgebäude,Technische Abteilung (V)
Der experimentelle Forschungsprozess in der Trainings- und Bewegungswissenschaft,Forschungsseminar,,J,,deutsch,2022-04-25,2022-07-19,,"10:15","11:45",Montag,wöchentlich,wöchentlich,Sebastian Bohm,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Training und Bewegungskoordination,Vorlesung,,N,,deutsch,2022-04-19,2022-07-23,,"10:00","11:30",Dienstag,wöchentlich,wöchentlich,Adamantios Arampatzis,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Training und Bewegungskoordination,Vorlesung,,N,,deutsch,2022-04-19,2022-07-23,,"10:00","11:30",Dienstag,wöchentlich,wöchentlich,Sebastian Bohm,Multimedia 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Kolloquium Phonetik und Korpuslinguistik,Kolloquium,,N,,deutsch,,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Christine Mooshammer,Besprechungsraum 3.308,"3. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik"
Kolloquium Phonetik und Korpuslinguistik,Kolloquium,,N,,deutsch,,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Anke Lüdeling,Besprechungsraum 3.308,"3. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik"
Körperliche Aktivität: Prävention und Altersgang,Hauptseminar,,N,,deutsch,2022-06-07,2022-07-05,,"16:15","19:30",Dienstag,"14tgl.","14tgl.",Bernd Wolfarth,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Satzübergreifende Aspekte der Informationsstruktur,Vorlesung,,N,,deutsch,,,,"10:00","12:00",Freitag,wöchentlich,wöchentlich,Elisabeth Verhoeven,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
"Modul 9/18/26/30:FoV AIO-Psychologie + FoV Sozialpsychologie - Fortschritte der Sozialpsychologie ""Diversität in Organisationen""",Blockseminar,,J,,deutsch,2022-06-17,2022-06-17,,"09:00","18:00",Freitag,Einzeltermin,Einzeltermin,Ulrich Klocke,Seminarraum 3.208,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Soziale Ungleichheit und Sport,Hauptseminar,,N,,deutsch,2022-04-22,2022-07-22,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Marcel Pillath,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Topics in Diachronic Linguistics,Übung,,N,,englisch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Andrew McIntyre,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
"Ausgewählte Kapitel der Mathematik (M40): Non-abelian Hodge theory, tame and wild (ÜWP)",Übung,,N,,deutsch-englisch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,,Seminarraum 30 1.114,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Einführung in die ältere deutsche Sprache - Mittelhochdeutsch,Grundkurs,,N,,deutsch,,,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Eva Meier,Seminarraum 0.01,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V)
Sport und Bewegung in unterschiedlichen sozialen Kontexten verstehen und analysieren,Übung,,N,,deutsch,2022-04-21,2022-07-21,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Anne Rübner,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Algebraische Geometrie I (M15) (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Thomas Krämer,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Probeexamen,Klausurenkurs,https://moodle.hu-berlin.de/course/view.php?id=110453,N,,deutsch,2022-08-08,2022-08-08,,"15:00","17:00",Montag,Einzeltermin,Einzeltermin,Jonas von Kalben,Audimax 2 001,"00                       ",Philippstraße 13                                  ,Haus 33 / Hörsaalzelt,Technische Abteilung (V)
Sprache gebrauchen und über Sprache nachdenken im Kontext sprachlicher Heterogenität (Seminar),Seminar,,N,,deutsch,2022-04-20,2022-07-23,,"08:00","10:00",Mittwoch,wöchentlich,wöchentlich,Maike Löhden,Seminarraum 1.204,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Sport und Bewegung in unterschiedlichen sozialen Kontexten verstehen und analysieren,Übung,,N,,deutsch,2022-04-22,2022-07-22,,"10:00","12:00",Freitag,wöchentlich,wöchentlich,Anne Rübner,Seminarraum 3 0.03,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Ausgewählte Themen der Angewandten Analysis (M38): Einführung in Dynamische Systeme mit Anwendungen (ÜWP),Übung,,N,,deutsch,,,,"11:00","13:00",Freitag,"14tgl.","14tgl.",Serhiy Yanchuk,Seminarraum 30 3.007,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Dänisch 2,Sprachkurs,,N,,deutsch,,,,"10:00","12:00",Freitag,wöchentlich,wöchentlich,Anders Ellegaard,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Ausgewählte Themen der Stochastik (M27): Branching processes (ÜWP),Übung,,N,,englisch,,,,"13:00","15:00",Mittwoch,"14tgl.","14tgl.",Wei Xu,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Bewegungssteuerung und Belastungsgestaltung,Vorlesung,,J,,deutsch,2022-04-19,2022-07-22,,"12:15","13:45",Dienstag,wöchentlich,wöchentlich,Adamantios Arampatzis,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Bewegungssteuerung und Belastungsgestaltung,Vorlesung,,J,,deutsch,2022-04-19,2022-07-22,,"12:15","13:45",Dienstag,wöchentlich,wöchentlich,Falk Mersmann,Seminarraum 1 0.06,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Einführung in die Variationslinguistik,Vorlesung,,N,,deutsch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Lars Zeige,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Modul 21: SE Aktuelle Themen der AIO,Seminar,,J,,deutsch,2022-05-20,2022-05-20,,"11:00","17:00",Freitag,Einzeltermin,Einzeltermin,Hanns-Peter Horn,Seminarraum 3.201,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Analysis II*,Übung,,N,,deutsch,,,,"11:00","13:00",Freitag,wöchentlich,wöchentlich,,Seminarraum 30 1.114,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Masterkolloquium,Kolloquium,,N,,deutsch,,,,"14:00","18:00",Montag,"14tgl./2","14tgl./2",Stefanie Schnurbein,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
Ausgewählte Themen der Stochastik (M27): Branching processes,Vorlesung,,N,,englisch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Wei Xu,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Stochastische Analysis (M24),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Ulrich Horst,Hörsaal 0311,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
CM12 (M.Sc.)/Modul 14 (B.Sc.): Forschungsmethoden und -analysen / Advanced methods and Analyses II - KO Klinische Psychologie I und II (FoV27),Kolloquium,,J,,deutsch,2022-04-19,2022-07-19,,"11:00","13:00",Dienstag,wöchentlich,wöchentlich,Isabel Dziobek,Besprechungsraum 3.106,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,"Lebenswissenschaftliche Fakultät, Institut für Psychologie"
Psycholinguistics,Seminar,,N,,englisch,2022-04-20,2022-07-20,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Dato Abashidze,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
RNA Biologie,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110079,J,,deutsch,2022-04-26,2022-07-19,,"08:15","09:45",Dienstag,wöchentlich,wöchentlich,Christian Schmitz-Linneweber,Kurssaal 3 1023,EG                       ,"Hannoversche Straße 23,27                         ",Haus 22 / Rhoda Erdmann-Haus,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Vorbereitung auf das berufsfelderschließende Praktikum: Schule und Unterricht forschend erkunden,Seminar,,N,,deutsch,,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Fränze Sophie Wagner,Seminarraum 202,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Probeexamen,Klausurenkurs,https://moodle.hu-berlin.de/course/view.php?id=110453,N,,deutsch,2022-08-12,2022-08-12,,"15:00","17:00",Freitag,Einzeltermin,Einzeltermin,Gregor Bachmann,Audimax 2 001,"00                       ",Philippstraße 13                                  ,Haus 33 / Hörsaalzelt,Technische Abteilung (V)
Realism: Realism and the Victorian Novel (Part I) and Negotiations of Realism in Fiction since 1945 (Part II),Seminar,,N,,englisch,2022-04-19,2022-07-19,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Helga Schwalm,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Grundlagen der Personalökonomik,Übung,,N,,deutsch,,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Julia Baumann,Seminarraum 22,EG                       ,Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Verfemte feministische Forschung - Kann eine Frau in Deutschland Privatdozentin werden?,Seminar,,N,,deutsch,,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Lukas Rösli,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Stadtentwicklung und städtischer Alltag in Ostdeutschland Teil 2,Projektseminar,,N,,deutsch,,,,"10:00","14:00",Dienstag,wöchentlich,wöchentlich,Andrej Holm,Seminarraum 005,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
DMS3_Bewegungsformen und Spiele erweitern und vertiefen,Integrierter Theorie- und Praxiskurs,,J,,deutsch,2022-04-25,2022-07-19,,"15:30","17:00",Montag,wöchentlich,wöchentlich,Dirk Eckardt,Dreifelderhalle 1.02C,"1. OG                    ",Hannoversche Straße 27                            ,Haus 26 / Sportforschungshalle,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
FS Algorithmische Optimierung,Forschungsseminar,,N,,deutsch,,,,"15:00","17:00",Donnerstag,wöchentlich,wöchentlich,Andrea Walther,Besprechungsraum 2.417,"4. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Mathematik, Angewandte Mathematik"
FS Algorithmische Optimierung,Forschungsseminar,,N,,deutsch,,,,"15:00","17:00",Donnerstag,wöchentlich,wöchentlich,Falk Hante,Besprechungsraum 2.417,"4. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Mathematik, Angewandte Mathematik"
GS II: Planung von Geschichtsunterricht,Grundlagenseminar,,N,,deutsch,2022-04-22,,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Eva Göbel,Seminarraum 5008,"5. OG                    ",Friedrichstraße 191                               ,Institutsgebäude,Technische Abteilung (V)
Proseminare Neuere und Neueste Geschichte,Proseminar,,N,,deutsch,2022-04-19,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Nils Exner,Seminarraum 1.404,"4. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Grundkurs Portugiesisch (A1),Übung,,N,,portugiesisch,,,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Luísa Coelho,Dolmetscheranlage 459,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Optimierung bei partiellen Differentialgleichungen (M19) (ÜWP),Vorlesung,,N,,englisch,,,,"11:00","13:00",Freitag,wöchentlich,wöchentlich,Falk Hante,Seminarraum 20 3.011,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Gabriela Mistral weltliterarisch &#8211; von den Kinderreigen über den Literaturnobelpreis bis zum Nachlass,Vorlesung,,N,,deutsch,,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Hans Fernández,Seminarraum 1.608,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Interprétation simultanée et consécutive allemand-français,Übung,,N,,französisch,,,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Xavier Bihan,Sprachlabor 445,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Bewegungssteuerung und Belastungsgestaltung,Übung,,J,,deutsch,2022-04-21,2022-07-21,,"08:15","09:45",Donnerstag,wöchentlich,wöchentlich,Falk Mersmann,Seminarraum 2 0.05,EG                       ,Hannoversche Straße 27                            ,Haus 25 / Bürogebäude,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft"
Die skandinavischen jüngeren Runeninschriften der Wikingerzeit und des Mittelalters als Quellen für Geschichte und Sprachgeschichte,Seminar,,N,,deutsch,2022-05-06,2022-05-06,,"14:00","18:00",Freitag,Einzeltermin,Einzeltermin,Jurij Kusmenko,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
Arithmetische Geometrie (M6) (ÜWP),Vorlesung,,N,,englisch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Elmar Große-Klönne,Seminarraum 1304,"1. OG                    ",Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Lineare Algebra und Analytische Geometrie II (ÜWP),Übung,,N,,deutsch,,,,"15:00","17:00",Mittwoch,wöchentlich,wöchentlich,Stephan Schmidt,Seminarraum 30 3.006,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Tutorium zum GK Linguistik,Tutorium,,N,,deutsch,,,,"18:00","20:00",Dienstag,wöchentlich,wöchentlich,Franziska Groth,Hörsaal 1.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Modul 21: SE Aktuelle Themen der AIO: Top-down und Bottom-up Arbeitsgestaltung,Seminar,https://moodle.hu-berlin.de/course/view.php?id=110262,J,,deutsch,2022-04-25,2022-07-18,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Elisa Lopper,Seminarraum 3.208,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Statistik,Hauptseminar,,N,,deutsch,2022-04-20,2022-07-20,,"08:00","10:00",Mittwoch,wöchentlich,wöchentlich,Arno Schroll,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Grundlagen der Pflanzenphysiologie für Vollmodul Bio11 V,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=110086,J,,deutsch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Bernhard Grimm,Hörsaal 1 201/101,"1. OG                    ",Philippstraße 12                                  ,Haus 2 / Institutsgebäude,Technische Abteilung (V)
Language Awareness: The Language of Literary Studies,Übung,,N,,englisch,2022-04-21,2022-07-21,,"12:00","14:00",Donnerstag,wöchentlich,wöchentlich,Elisabeth Gibbels,Seminarraum (ehem. 0109) 0007,EG                       ,Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
Einführung in die historische Grammatik des Deutschen,Seminar,,N,,deutsch,,,,"16:00","18:00",Donnerstag,wöchentlich,wöchentlich,Annette Fischer,Seminarraum 1.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Nachbereitung des berufsfelderschließenden Praktikums: Schule und Unterricht forschend erkunden,Seminar,,N,,deutsch,,,,"14:00","18:00",Donnerstag,"14tgl./2","14tgl./2",Fränze Sophie Wagner,Seminarraum 0.02,EG                       ,Sophienstraße 22-22a                              ,Institutsgebäude,Technische Abteilung (V)
Written Expression: UK Topics,Übung,,N,,englisch,2022-04-20,2022-07-20,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Michael Davies,PC-Pool 1.305,"3. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Sprach- und literaturwissenschaftliche Fakultät
Kapital und Care. Feministisch-materialistische Perspektiven auf die gesellschaftliche Organisation der Arbeit (ÜWP),Seminar,,J,,deutsch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Carolin Blauth,Seminarraum 004,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Multilingüismo y procesos de estandarización lingüística en la Península Ibérica,Seminar,,N,,spanisch,,,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Maria Burguera Mas,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
